language,matrix_size,run_index,elapsed_sec,memory_used_mb,timestamp_iso
C,512,1,0.130824,0,2025-10-22T11:22:30
C,512,2,0.111543,0,2025-10-22T11:22:31
C,512,3,0.114620,0,2025-10-22T11:22:31
C,512,4,0.100796,0,2025-10-22T11:22:31
C,512,5,0.102933,1,2025-10-22T11:22:31
